,author,title,text,date,text_type
148,Bernardo Soares,Devaneio entre Cascais e Lisboa.,"
L. do D.

Devaneio entre Cascais e Lisboa. Fui pagar a Cascais uma contribuição do patrão Vasques, de uma casa que tem no Estoril. Gozei antecipadamente o prazer de ir, uma hora para lá, uma hora para cá, vendo os aspectos sempre vários do grande rio e da sua foz atlântica. Na verdade, ao ir, perdi-me em meditações abstractas, vendo sem ver as paisagens aquáticas que me alegrava ir ver, e ao voltar perdi-me na fixação destas sensações. Não seria capaz de descrever o mais pequeno pormenor da viagem, o mais pequeno trecho de visível. Lucrei estas páginas, por olvido e contradição. Não sei se isso é melhor ou pior do que o contrário, que também não sei o que é.
O comboio abranda, é o Cais do Sodré. Cheguei a Lisboa, mas não a uma conclusão.
",s.d.,prose
149,Fernando Pessoa,[O Iconoclasta] - Trata-se de uma publicação politicamente…,"
[O Iconoclasta]

Trata-se de uma publicação politicamente republicana radical, e por r[epublicana] r[adical] queremos dizer pura e simplesmente republicana - adversa, de um lado à monarquia, e, do outro, ao socialismo e ao anarquismo; inimiga não só da Igreja mas das religiões todas e da religião em si, porém in(…) às soluções materialistas; não sendo nem materialista nem espiritualista, natural é que seja como é - idealista, ou transcendentalista, se o leitor quiser.
Trataremos de encarar as questões pelo seu lado sociológico sempre, e doutrinária e teoricamente, o que não quer dizer que a incitação à revolta não seja um produto escrito dessa doutrina nem que a revolução esteja fora dessa teoria.
Tão pouco nos esforçaremos por ser calmos e pacatos. Ao discutirmos quer a monarquia portuguesa quer a Igreja Católica - escolham-se os piores exemplos - mal de nós próprios julgamos se o pudéssemos fazer sem que da própria calma do nosso calmo raciocínio ressumasse o ódio intenso e acalentado que nos enche a alma.
[...]
",s.d.,prose
150,Fernando Pessoa,"O meu livro ""Mensagem"" chamava-se primitivamente ""Portugal"".","
O meu livro ""Mensagem"" chamava-se primitivamente ""Portugal"". Alterei o título porque o meu velho amigo Da Cunha Dias me fez notar — a observação era por igual patriótica e publicitária — que o nome da nossa Pátria estava hoje prostituído a sapatos, como a hotéis a sua maior Dinastia. «Quer V. pôr o título do seu livro em analogia com ""portugalize os seus pés?""» Concordei e cedi, como concordo e cedo sempre que me falam com argumentos. Tenho prazer em ser vencido quando quem me vence é a Razão, seja quem for o seu procurador.
Pus-lhe instintivamente esse título abstracto. Substituí-o por um título concreto por uma razão...
E o curioso é que o título ""Mensagem"" está mais certo — àparte a razão que me levou a pô-lo — de que o título primitivo.
Deus fala todas as línguas, e sabe bem que o melhor modo de fazer-se entender de um selvagem é um manipanso e não a metafísica de Platão, base intelectual do cristianismo. Reservo-me porém o direito de pensar que tal forma da religião é uma forma inferior. É sem dúvida necessário que haja quem descasque batatas, mas, reconhecendo a necessidade e a utilidade do acto descascador, dispenso-me de o considerar comparável ao de escrever a ""Ilíada"". Não me dispenso porém de me abster de dizer ao descascador que abandone a sua tarefa em proveito da de escrever hexâmetros gregos.
",s.d.,prose
151,Fernando Pessoa,To say the will (infinite) acts on matter...,"
To say the will (infinite) acts on matter which is finite is to talk nonsense. The infinite cannot work nor act upon the finite. An infinite will does not act at all; it is, very simply, a will-in-power, more simply still, it is a power. The moment there is an act, this will-in‑power becomes determined as will‑in‑act, is finite no longer.
",1906?,prose
152,Fernando Pessoa,Tens uma rosa na mão.,"
Tens uma rosa na mão.

Tens uma rosa na mão.
Não sei se é para me dar.
As rosas que tens na cara,
Essas sabes tu guardar.
",s.d.,poem
153,Fernando Pessoa,Interseccionismo no 1º grau — ou interseccionismo material.,"
Interseccionismo no 1º grau — ou interseccionismo material. — Intersecção das realizações artísticas. O dos futuristas e dos cubistas, que interseccionam pintura e literatura, escultura e literatura.

Interseccionismo de 2º grau: o dos processos artísticos.

Interseccionismo de 3º grau: o dos géneros de inspiração.

Interseccionismo de 4º grau: o dos objectos de inspiração.

Os românticos tentaram juntar. Os interseccionistas procuram fundir. Wagner queria música + pintura + poesia. Nós queremos música x pintura x poesia.
",1914?,prose
154,Fernando Pessoa,– O que ficará de mim será falso.,"
— O que ficará de mim será falso.  
— O que é uma coisa ser falsa? 
— Não sei .
",s.d.,prose
155,Fernando Pessoa,"Mother of things impossible,","
Mother of things impossible, 
Sister of what can never be, 
Thou whose closed lips will never tell 
The words whose lack is misery 
Sit by my side while I ignore. 
Smile by my ignorance of thee, 
And my lost solitude restore.

Oh, life is sad as things unwilled, 
Love is the day that never comes 
To those blind as my soul, and filled 
With that pressage of coming drums 
When the city shall fall, that haunts 
The inner vision whose night hums 
In us while death startingly chaunts.

O interpret my soul to me! 
Give me no truth, no sight, no road, 
But take from me the misery 
Of consciousness and the unseen goal 
Of seeking ever what doth seem. 
Lighten with being‑near my load! 
O let me hold thy hand and dream!
",22-7-1916,prose
156,Bernardo Soares,Fazer uma obra e reconhecê-la má depois de feita...,"
L. do D.

Fazer uma obra e reconhecê-la má depois de feita é uma das tragédias da alma. Sobretudo é grande quando se reconhece que essa obra é a melhor que se podia fazer. Mas ao ir escrever uma obra, saber de antemão que ela tem de ser imperfeita e falhada; ao está-la escrevendo estar vendo que ela é imperfeita e falhada — isto é o máximo da tortura e da humilhação do espírito. Não só dos versos que escrevo sinto que me não satisfazem, mas sei que os versos que estou para escrever me não, satisfarão, também. Sei-o tanto filosoficamente, como carnalmente, por uma entrevisão obscura e gladiolada.
Por que escrevo então? Porque, pregador que sou da renúncia, não aprendi ainda a executá-la plenamente. Não aprendi a abdicar da tendência para o verso e a prosa. Tenho de escrever como cumprindo um castigo. E o maior castigo é o de saber que o que escrevo resulta inteiramente fútil, falhado e incerto.
Em criança escrevia já versos. Então escrevia versos muito maus, mas julgava-os perfeitos. Nunca mais tornarei a ter o prazer falso de produzir obra perfeita. O que escrevo hoje é muito melhor. É melhor, mesmo, do que o que poderiam escrever os melhores. Mas está infinitamente abaixo daquilo que eu, não sei porquê, sinto, que podia — ou talvez seja, que devia — escrever. Choro sobre os meus versos maus da infância como sobre uma criança morta, um filho morto, uma última esperança que se fosse.
",s.d.,prose
157,Bernardo Soares,Não me encontro um sentido... A vida pesa...,"
Não me encontro um sentido... A vida pesa... Toda a emoção é de mais para mim... O meu coração é um privilégio de Deus... A que cortejos pertenci, que um cansaço de não sei que pompas embala a minha saudade?

E que pálios? que sequências de estrelas? que lírios? que flâmulas? que vitrais?

Por que mistério à sombra de árvores passaram as melhores fantasias, que neste mundo tanto se recordam das águas, dos ciprestes e dos buxos e não encontram pálios para os seus préstitos senão entre consequências de se abster?
",s.d.,prose
158,Bernardo Soares,CALEIDOSCÓPIO,"
CALEIDOSCÓPIO

Não fales... Aconteces demasiado... Tenho pena de te estar vendo... Quando serás tu apenas uma saudade minha? Até lá quantas tu não serás? E eu ter de julgar que te posso ver, é uma ponte velha onde ninguém passa... A vida é isto. Os outros abandonaram os remos... Não há já disciplina nas coortes... Foram-se os cavaleiros com a manhã e o som das lanças… Teus castelos ficaram esperando estar desertos... Nenhum vento abandonou os renques das árvores ao cimo… Pórticos inúteis, baixelas guardadas, prenúncios de profecias — isso pertence aos crepúsculos posternados nos templos e não agora, ao encontrarmo-nos, porque não há razões para tílias dando sombra senão teus dedos e o seu gesto tardio...

Razão de sobra para territórios remotos... Tratados feitos por vitrais de reis... Lírios de quadros religiosos... Por quem espera o séquito?... Por onde se ergueu a águia perdida?
",s.d.,prose
159,Bernardo Soares,Para sentir a delícia e o terror da velocidade...,"
L. do D.

Para sentir a delícia e o terror da velocidade não preciso de automóveis velozes nem de comboios expressos. Basta-me um carro eléctrico e a espantosa faculdade de abstracção que tenho e cultivo.
Num carro eléctrico em marcha eu sei, por uma atitude constante e instantânea de análise, separar a ideia de carro da ideia de velocidade, separá-las de todo, até serem coisas-reais diversas. Depois, posso sentir-me seguindo não dentro do carro mas dentro da mera-velocidade dele. E, cansado, se acaso quero o delírio da velocidade enorme, posso transportar a ideia para o Puro imitar da velocidade e a meu bom prazer aumentá-la ou diminuí-la, alargá-la para além de todas as velocidades possíveis de veículos comboios.
Correr riscos reais, além de me apavorar não é por medo que eu sinta excessivamente — perturba-me a perfeita atenção às minhas sensações, o que me incomoda e me despersonaliza.
Nunca vou para onde há risco. Tenho medo a tédio dos perigos.

Um poente é um fenómeno intelectual.
",s.d.,prose
160,Álvaro de Campos,[Carta ao director de A Capital - 1915],"
De modo que, se V. Ex. me garante — e agora, vendo as coisas mais calmamente, estou certo que assim é — que o seu primitivo artigo não era escrito no espírito de pura insolência, e que não havia a intenção de insultar o Orfeu, atribuindo aos seus colaboradores o plano de uma récita onde se plagiava imbecilmente as mais imbecis produções de Marinetti, eu desde já declaro não ter dúvida em dar por não escritas as frases que constituem a única parte da minha carta, que podia ser tida por insolente.

Resta um ponto, e este, quero frisá-lo claramente, para que nenhuma dúvida reste. A minha carta terminava com as frases, que na 

Capital 

foram transcritas, sobre o desastre acontecido ao chefe do partido cognominado democrático. Apontou v. Ex ª à execração pública o autor de semelhante trecho, desapiedado e mau. Peço encarecidamente a V. Ex ª que me deixe vincar bem o quanto eu, longe de retirar essas frases, mais convictamente e mais ardentemente as apoio e as vinco. O chefe do partido democrático não merece a consideração devida a qualquer vulgar membro da humanidade. Ele colocou-se fora das condições em que se pode ter piedade ou compaixão pelos homens. A sua acção através da sociedade portuguesa tem sido a dum ciclone, devastando, estragando, perturbando tudo, com a diferença, a favor do ciclone, que o ciclone, ao contrário de Costa, não emporcalha e enlameia. Para o responsável máximo do estado de anarquia, de desolação, e de tristeza em que jazem as almas portuguesas, para o sinistro chefe de regimentos de assassinos e de ladrões, não pode haver a compaixão que os combatentes leais merecem, que aos homens vulgares é devida. Costa nem sequer tem o relevo intelectual que doure a sua torpeza. A sua figura é a dum sapo que misteriosamente se tornasse fera. Pode ter-se compaixão por aqueles por quem se tem ódio. É impossível a compaixão por aqueles que não podem deixar de inspirar ódio e nojo, conjuntamente. Por isso eu quero frisar — e sei que ao frisá-lo estão comigo os votos de grande número dos portugueses, dos católicos oprimidos, das classes médias atacadas, dos cidadãos pacíficos assaltados nas ruas, de todos aqueles que o General Pimenta de Castro representava — que só não se regozija, no desastre acontecido a Costa, a circunstância, que infelizmente se parece confirmar, do seu restabelecimento. Esse homem — esse homem sem relevo espiritual, sem nobreza de carácter, que nunca teve uma ideia elevada, um gesto generoso, um momento de ternura — esse homem não pertence ao número daqueles por quem nós podemos sentir humanamente.

",1915,prose
